session_id,target
1,3.748468525531658e-05
2,3.937847092012178e-08
3,7.210817864961769e-08
4,6.549245219176705e-09
5,1.2694903662729168e-05
6,1.7428389215249924e-05
7,0.0038628444293824266
8,0.0007258730448945318
9,9.792886607729976e-06
10,0.00042621623529709923
11,6.765120648620592e-05
12,3.0208441276450275e-06
13,1.536710821364498e-05
14,0.02032216376462375
15,0.0002283209316622698
16,0.00010660705483715396
17,0.0011820421395480369
18,1.1279788298063313e-06
19,0.0007212277882826014
20,2.4076205718025045e-07
21,0.043727357979178004
22,1.6991178307671295e-08
23,6.894011758483832e-05
24,4.383463925270695e-05
25,0.003876068172904932
26,8.199118117162702e-08
27,2.4378210086708016e-05
28,1.2832167997494433e-08
29,0.011312276031424045
30,0.00015840022968963423
31,0.022146342149031096
32,0.017883874508326344
33,2.798980272045818e-05
34,4.981856639567063e-07
35,0.01744219948674333
36,0.0009711905421903094
37,5.801303603995823e-10
38,4.878190218132085e-08
39,0.00015840022968963423
40,9.447780433433611e-07
41,0.000665353445692094
42,0.00037852416750652117
43,1.5440201725351648e-05
44,2.912613678382531e-06
45,0.4185201772618234
46,1.4356675397622645e-05
47,0.00011886133811395784
48,3.966436250206314e-06
49,2.447761569310423e-05
50,3.3068828181894493e-07
51,9.896594009724766e-09
52,8.145903771393944e-06
53,0.062016860649742975
54,8.186619036054897e-05
55,2.5413729248735094e-05
56,9.495890209300087e-05
57,8.238789596889236e-08
58,2.6947315859620527e-06
59,9.972951147199406e-07
60,2.0336991245395473e-07
61,4.669626331267053e-07
62,0.00029630171021197756
63,9.141717365821313e-07
64,7.842991699568822e-05
65,1.0568111643708137e-06
66,5.007828784577618e-07
67,6.37779783824829e-05
68,5.8260955036491216e-05
69,0.11636166369623957
70,1.3793674144289261e-05
71,0.0001414583346494151
72,6.145462906587059e-05
73,0.0003684452193949591
74,2.4266937893546114e-06
75,7.593856957753305e-05
76,0.00021134269959112326
77,0.0006205997916661003
78,0.002754472819965211
79,2.0414291956003252e-05
80,1.2444276657860261e-05
81,3.017496408922089e-06
82,1.278824336988837e-05
83,7.76342845405944e-10
84,0.9293839410523141
85,2.1846439734379058e-05
86,4.284280889185911e-07
87,0.0048183134517332665
88,0.00021153445713697032
89,0.0016414627214243044
90,0.1002200470245195
91,7.643019626193016e-06
92,1.205207179821671e-07
93,0.029980406659174542
94,2.212822919315186e-05
95,0.0014567102721153127
96,1.3716113311042954e-07
97,0.0001083839296700994
98,4.7932681288312425e-06
99,1.6990413252772998e-06
100,0.00046496549316159307
101,6.144138575164136e-05
102,0.0014192313366784967
103,3.867924355012116e-05
104,6.4248607163139e-05
105,6.98730822998349e-06
106,6.63840361062156e-06
107,9.621811401534559e-05
108,1.0763658259556348e-05
109,1.510605752684002e-06
110,4.7809151515199646e-06
111,0.0003095607866614479
112,9.639915770925239e-09
113,0.0005330084448431032
114,2.8774057487948217e-07
115,1.3640646241128364e-06
116,3.24909739332843e-07
117,7.081659068318611e-05
118,0.000571252154805158
119,1.8805635419183784e-06
120,0.0003029101597762625
121,1.7384581917579046e-06
122,2.570788338395889e-06
123,9.648983504095177e-06
124,9.589903710341912e-06
125,0.007471625275429731
126,2.015735599870577e-07
127,2.0703051485309158e-08
128,3.153348147910652e-05
129,0.00230013749071933
130,0.005427314217861042
131,0.0012587637032067146
132,0.0038628444293824266
133,0.0023098560916034417
134,3.955686440100858e-06
135,8.467341599159905e-08
136,7.933489459906866e-05
137,2.4567807520400906e-05
138,0.0015778495379523009
139,6.237727288602404e-07
140,8.712080872690344e-05
141,9.34008327970624e-09
142,2.8018449083919847e-05
143,2.0312779445921473e-05
144,0.0046601176902634255
145,3.937847092012178e-08
146,0.0002508375935912233
147,6.0280689835028244e-05
148,0.0016673318782390915
149,0.0037426590996491203
150,0.012119913987232028
151,1.0012207960506462e-07
152,0.0029919642211103234
153,0.0001165494580781836
154,5.0382874083551436e-05
155,7.890190888899191e-05
156,2.221904030554168e-06
157,3.3992154003510418e-06
158,7.933489459906866e-05
159,2.205122090038364e-05
160,2.570788338395889e-06
161,0.0010968422198852675
162,0.00019193798373800164
163,0.000151334943816356
164,0.004001715040170424
165,2.73016344460464e-07
166,1.1385062924492067e-06
167,0.008951618374744199
168,0.0037446234270555006
169,0.001905811398231293
170,0.0012529541238328445
171,0.004019470551519852
172,3.843830479623106e-05
173,0.00011890325296722442
174,4.079840714284714e-05
175,0.5083642745080778
176,0.001746069388686695
177,0.006144884152906775
178,6.08255359393833e-07
179,3.194919456037481e-05
180,0.0004879998771272282
181,1.6132292551758356e-05
182,0.0009485732514347378
183,6.667602586649769e-06
184,2.091990149066173e-05
185,1.1622591792756028e-05
186,5.855290553204928e-05
187,1.5589511721463826e-08
188,1.7157002210021286e-07
189,0.004199915808171171
190,1.8965231009208855e-05
191,3.418796935823633e-05
192,5.074076697616594e-06
193,0.001612168853599138
194,0.00034167646612013344
195,1.4364707573777753e-05
196,1.026435243433354e-06
197,0.0003717803905675159
198,0.005898388348522978
199,0.012531220853396164
200,8.597924103275257e-07
201,1.4356675397622645e-05
202,0.10027702866319553
203,2.7829482557813336e-07
204,3.837323473368166e-06
205,0.018762130406399877
206,3.2441287494453596e-11
207,0.00012349108311904478
208,0.0005579481406232563
209,1.4086823966748325e-07
210,0.0016433327798037378
211,1.729227892231569e-05
212,0.005180642740810848
213,1.658403847372656e-06
214,0.002520568669593572
215,0.00039797827271399944
216,0.009492227682240704
217,0.015011457784512745
218,0.001905811398231293
219,0.005881022606524523
220,0.0012191458972271505
221,0.0005211218958160728
222,6.283576415759226e-06
223,0.0007279733885355151
224,0.001905811398231293
225,0.07585687060089547
226,0.006623391131986479
227,0.0008047482377766238
228,5.064115774952797e-06
229,9.667832023722626e-06
230,0.0010942207696781358
231,2.632162954824377e-05
232,2.8097893196430323e-06
233,2.2905399606587714e-06
234,0.006865077710705699
235,2.8904624012664234e-05
236,6.249842835881231e-05
237,0.0013986577497097634
238,0.0038628444293824266
239,0.00015840022968963423
240,0.00310882748176963
241,1.9868976994488644e-05
242,1.9760805060261988e-09
243,4.348055334292637e-10
244,2.7633366056564827e-06
245,0.0001514192297308146
246,7.168940229069546e-06
247,0.025739566152780148
248,0.0003970554372365899
249,8.82591501705602e-06
250,0.0003386064997038537
251,0.04137428540446645
252,3.261055394714442e-06
253,1.4717368180871363e-05
254,0.0017572219805563592
255,0.0006345980490628633
256,1.0153544795397217e-09
257,2.028859945665989e-05
