session_id,target
1,5.628176461296549e-05
2,9.791003521837502e-06
3,0.00034325375188838187
4,1.8819743485187887e-06
5,0.0006308649702632492
6,3.5316109691966656e-05
7,6.43803127787911e-05
8,0.0060468524544492275
9,6.600488558460684e-06
10,0.0007979801344664178
11,0.0006180194382205257
12,5.310505867433054e-06
13,2.2773389429989697e-05
14,0.006050386988112384
15,0.0017728074315877074
16,8.671730328911689e-05
17,0.02078642728797565
18,3.0180412009558243e-06
19,0.0044294939831094286
20,6.6212519214550846e-06
21,0.027877122224622845
22,7.870733911493633e-05
23,4.111647001533872e-05
24,1.2672449674304823e-05
25,0.01572444991627014
26,0.0018763251705819928
27,1.5534709973002386e-05
28,0.00011355664516034
29,0.007054456889749353
30,0.009658479790248219
31,0.10661633009689121
32,0.08097046550358623
33,4.460291918273156e-05
34,0.00021150248672589363
35,0.000507057609158121
36,3.591336044770449e-05
37,1.4549529856743889e-06
38,7.798773928455589e-06
39,0.002198964983184729
40,3.462882076588324e-06
41,0.007883752829644288
42,1.2649840118355393e-05
43,0.0008692046533139551
44,7.888789292363205e-06
45,0.0756523602159692
46,0.005216090793639099
47,0.0007397252567809085
48,6.132021252266703e-05
49,0.0006724535792207275
50,0.00015100330535673185
51,2.2873260117014895e-06
52,0.00035910628152079787
53,0.018458606860321622
54,0.0010573681003076885
55,0.03638626987919699
56,5.6782767493230976e-05
57,3.5543706458810984e-06
58,1.866488243160697e-06
59,2.519681636317748e-05
60,9.345479113772533e-07
61,0.00019262043222042347
62,5.874448726536221e-05
63,1.587061028898023e-05
64,0.009344491868163994
65,0.0006118411816570789
66,3.1945511327988885e-06
67,0.0009655375188018308
68,0.007990576572122779
69,0.0014683997888027794
70,8.22298037148966e-06
71,0.031036815099299606
72,0.005235173938707045
73,0.0009631301106930241
74,0.0005943989398078802
75,1.3153223137524616e-05
76,0.001298546411827998
77,0.001262139847996114
78,0.007451623377964562
79,1.2033021191370007e-05
80,1.7301833413315111e-06
81,1.0997129357861721e-05
82,2.5483001976081226e-06
83,5.0709068139472395e-06
84,0.5182383083545724
85,0.0008278891595250961
86,0.0003779245529864156
87,0.013560576309506783
88,2.69427000560308e-05
89,5.6079148727701924e-05
90,0.10391688047928745
91,7.380648508433381e-06
92,6.172651022682002e-06
93,0.05824924091021857
94,0.00037037411258517765
95,0.0002793075600642405
96,7.581593566744465e-06
97,0.033998030717456065
98,9.019495759280073e-06
99,6.226922988098729e-06
100,0.0009581142978504426
101,1.1155500095683303e-05
102,0.0003292177250500843
103,3.685321801170294e-05
104,0.002429799857939322
105,0.00394857926648197
106,0.00021550043895344153
107,0.0011365139662892123
108,0.004782536108135619
109,6.440976789978272e-06
110,3.428111994370772e-05
111,0.0016048883924961723
112,7.638836106337713e-05
113,0.00011205304252865419
114,2.033698344880998e-06
115,1.0712814629443387e-05
116,1.984307896257058e-06
117,3.491477287259568e-05
118,9.593945242398225e-05
119,7.983081085652852e-06
120,0.00751749362993652
121,1.1347267356770908e-05
122,3.627887568657452e-05
123,0.0002992384803668421
124,0.0015419719766533071
125,0.009591287007674622
126,2.764711300539182e-06
127,1.6307184851016608e-06
128,1.336172115821408e-05
129,5.029031466354508e-05
130,0.014065750436825047
131,3.385712734220739e-05
132,0.002948933644406906
133,0.006451297816882433
134,0.0005705920127836852
135,5.050576714530647e-05
136,0.00939038924027389
137,0.00026015985411937846
138,0.0037620819371731464
139,1.0375284099539736e-05
140,1.5133190175608824e-05
141,4.340693590473797e-06
142,3.801119764704718e-05
143,4.789087522017871e-05
144,0.005878254182517143
145,2.9121494754500926e-06
146,8.298213321706466e-05
147,1.643874817358275e-05
148,0.03241466674607851
149,6.432743622874682e-05
150,0.02772171407237085
151,1.8129369549790848e-06
152,0.00953857098493543
153,1.6543813898928035e-05
154,0.00010618367846949983
155,0.001755150104692859
156,3.3782625616649295e-05
157,8.509586798999312e-06
158,0.011728789442345509
159,3.949122665623503e-05
