session_id,target
1,2.213152904847899e-07
2,9.014289454859684e-08
3,7.265874110591295e-07
4,3.89358400390408e-13
5,1.034823010179792e-06
6,6.210719095929906e-07
7,1.7007605306999629e-06
8,0.00020009933128794344
9,2.9245288834127675e-10
10,0.0002622664899904868
11,4.554221839573452e-06
12,8.014895545784355e-10
13,6.0099531378419e-07
14,0.00038120322119802955
15,2.2021693604883325e-05
16,5.503262018559742e-05
17,0.009385116517020033
18,5.0038783275680025e-11
19,0.0007244301901327379
20,1.93671390670443e-09
21,0.016265247660927473
22,2.2146091359083723e-10
23,1.9761465130182446e-08
24,3.4466857671058077e-09
25,0.0008344066997533093
26,1.362233228448531e-07
27,7.064008617202893e-09
28,3.921204567695625e-07
29,0.00023682312499387367
30,0.0008320155004437957
31,0.04736260718845387
32,0.037367592278017156
33,5.531618437195182e-07
34,2.3543348289764482e-09
35,2.1092635185384193e-05
36,1.3817849213425796e-06
37,9.462260060899719e-13
38,2.9311072294004233e-08
39,0.00011058031634826116
40,3.6433862772096465e-10
41,0.00023025994915394453
42,5.936687420162344e-07
43,3.130586195265409e-06
44,4.560100688189601e-09
45,0.4221139282091381
46,0.00022524936460028146
47,8.857946820597535e-05
48,1.9799197901947256e-06
49,4.846807606285044e-07
50,4.144258439695091e-07
51,1.0836429528546772e-11
52,1.0370403522249477e-07
53,0.005830451047457111
54,2.520814380601164e-05
55,0.002333649999269229
56,1.9027346409806356e-07
57,2.5754341778192067e-10
58,5.100749395799519e-13
59,4.1469388888275517e-07
60,2.5083469758733455e-10
61,1.1917870582573125e-06
62,7.73950718185195e-08
63,8.432318311906415e-08
64,0.00033184224470143197
65,1.8668476499134005e-05
66,9.353397959523901e-10
67,4.812955488145922e-05
68,4.3001855764816497e-05
69,0.00037693573090996705
70,4.502077150613678e-09
71,0.0033617803625912166
72,0.00024523396008430386
73,2.4171419213777864e-05
74,1.2546780040797942e-05
75,6.887554500301285e-08
76,1.5581839835471554e-05
77,6.194727058747177e-06
78,0.0017275280880605396
79,1.568063804604179e-08
80,4.531567349807755e-08
81,1.2951597098402268e-09
82,6.0898828315106816e-12
83,2.7214128560313977e-10
84,0.9022467938107289
85,6.139735879919765e-06
86,8.13500213483556e-06
87,0.0025516233442236334
88,3.0112814273260465e-07
89,1.2183925859649115e-06
90,0.03807560946746088
91,9.926628760974634e-10
92,8.06971349611733e-09
93,0.37286322133514455
94,6.102540546786859e-06
95,1.3507434828806242e-06
96,5.3377415736682427e-08
97,0.0018106402155139594
98,1.9352933078766884e-08
99,3.132659039372814e-10
100,1.8080685536333595e-05
101,1.560138936831823e-07
102,9.866833997033287e-06
103,2.3884169908288274e-08
104,8.572609604814754e-05
105,5.555874844447826e-05
106,1.2358614002954148e-07
107,1.2460084984261508e-05
108,6.348495350323738e-05
109,7.865376528307215e-10
110,5.0188632365917157e-08
111,2.2768433284722472e-05
112,4.5584764737835086e-08
113,1.1777008097977325e-05
114,3.4248302752437484e-11
115,1.3688268224289338e-09
116,3.0091384832821255e-10
117,5.158352941532462e-08
118,2.2185476310953564e-07
119,4.847449575191307e-08
120,0.0004686694959158261
121,5.69589275042883e-08
122,7.945464932351481e-07
123,4.536991871034983e-06
124,7.910360707580158e-07
125,0.004398948323537309
126,6.539723758952566e-10
127,2.09390033141008e-12
128,1.0442011343420757e-08
129,7.847896053152977e-07
130,0.003656276615778591
131,3.5461903226307383e-06
132,0.00019643384910094915
133,0.00045765064687554807
134,1.410124717820419e-07
135,4.423767822018175e-08
136,0.0004554376917421707
137,3.6055243056142285e-06
138,7.111469705671175e-05
139,8.653576848451806e-08
140,3.617764478790356e-08
141,8.138743966151303e-09
142,6.707534796113695e-08
143,3.826037593272575e-07
144,0.00048594691799935086
145,8.437283098593383e-10
